id,names
2175,GoodImg/Bmp/Sample016/img016-00057
2176,GoodImg/Bmp/Sample016/img016-00058
2177,GoodImg/Bmp/Sample016/img016-00059
2178,GoodImg/Bmp/Sample016/img016-00060
2179,GoodImg/Bmp/Sample016/img016-00061
2180,GoodImg/Bmp/Sample016/img016-00062
2181,GoodImg/Bmp/Sample016/img016-00063
2182,GoodImg/Bmp/Sample016/img016-00064
2183,GoodImg/Bmp/Sample016/img016-00065
2184,GoodImg/Bmp/Sample016/img016-00066
2185,GoodImg/Bmp/Sample016/img016-00067
2186,GoodImg/Bmp/Sample016/img016-00068
2187,GoodImg/Bmp/Sample016/img016-00069
2188,GoodImg/Bmp/Sample016/img016-00070
2189,GoodImg/Bmp/Sample016/img016-00071
2190,GoodImg/Bmp/Sample016/img016-00072
2191,GoodImg/Bmp/Sample016/img016-00073
2192,GoodImg/Bmp/Sample016/img016-00074
2193,GoodImg/Bmp/Sample016/img016-00075
2194,GoodImg/Bmp/Sample016/img016-00076
2195,GoodImg/Bmp/Sample016/img016-00077
2196,GoodImg/Bmp/Sample016/img016-00078
2197,GoodImg/Bmp/Sample016/img016-00079
2198,GoodImg/Bmp/Sample017/img017-00001
2199,GoodImg/Bmp/Sample017/img017-00002
2200,GoodImg/Bmp/Sample017/img017-00003
2201,GoodImg/Bmp/Sample017/img017-00004
2202,GoodImg/Bmp/Sample017/img017-00005
2203,GoodImg/Bmp/Sample017/img017-00006
2204,GoodImg/Bmp/Sample017/img017-00007
2205,GoodImg/Bmp/Sample017/img017-00008
2206,GoodImg/Bmp/Sample017/img017-00009
2207,GoodImg/Bmp/Sample017/img017-00010
2208,GoodImg/Bmp/Sample017/img017-00011
2209,GoodImg/Bmp/Sample017/img017-00012
2210,GoodImg/Bmp/Sample017/img017-00013
2211,GoodImg/Bmp/Sample017/img017-00014
2212,GoodImg/Bmp/Sample017/img017-00015
2213,GoodImg/Bmp/Sample017/img017-00016
2214,GoodImg/Bmp/Sample017/img017-00017
2215,GoodImg/Bmp/Sample017/img017-00018
2216,GoodImg/Bmp/Sample017/img017-00019
2217,GoodImg/Bmp/Sample017/img017-00020
2218,GoodImg/Bmp/Sample017/img017-00021
2219,GoodImg/Bmp/Sample017/img017-00022
2220,GoodImg/Bmp/Sample017/img017-00023
2221,GoodImg/Bmp/Sample017/img017-00024
2222,GoodImg/Bmp/Sample017/img017-00025
2223,GoodImg/Bmp/Sample017/img017-00026
2224,GoodImg/Bmp/Sample017/img017-00027
2225,GoodImg/Bmp/Sample017/img017-00028
2226,GoodImg/Bmp/Sample017/img017-00029
2227,GoodImg/Bmp/Sample017/img017-00030
2228,GoodImg/Bmp/Sample017/img017-00031
2229,GoodImg/Bmp/Sample017/img017-00032
2230,GoodImg/Bmp/Sample017/img017-00033
2231,GoodImg/Bmp/Sample017/img017-00034
2232,GoodImg/Bmp/Sample017/img017-00035
2233,GoodImg/Bmp/Sample017/img017-00036
2234,GoodImg/Bmp/Sample017/img017-00037
2235,GoodImg/Bmp/Sample017/img017-00038
2236,GoodImg/Bmp/Sample017/img017-00039
2237,GoodImg/Bmp/Sample017/img017-00040
2238,GoodImg/Bmp/Sample017/img017-00041
2239,GoodImg/Bmp/Sample017/img017-00042
2240,GoodImg/Bmp/Sample017/img017-00043
2241,GoodImg/Bmp/Sample017/img017-00044
2242,GoodImg/Bmp/Sample017/img017-00045
2243,GoodImg/Bmp/Sample017/img017-00046
2244,GoodImg/Bmp/Sample017/img017-00047
2245,GoodImg/Bmp/Sample017/img017-00048
2246,GoodImg/Bmp/Sample017/img017-00049
2247,GoodImg/Bmp/Sample017/img017-00050
2248,GoodImg/Bmp/Sample017/img017-00051
2249,GoodImg/Bmp/Sample017/img017-00052
2250,GoodImg/Bmp/Sample017/img017-00053
2251,GoodImg/Bmp/Sample017/img017-00054
2252,GoodImg/Bmp/Sample017/img017-00055
2253,GoodImg/Bmp/Sample017/img017-00056
2254,GoodImg/Bmp/Sample017/img017-00057
2255,GoodImg/Bmp/Sample017/img017-00058
2256,GoodImg/Bmp/Sample017/img017-00059
2257,GoodImg/Bmp/Sample017/img017-00060
2258,GoodImg/Bmp/Sample017/img017-00061
2259,GoodImg/Bmp/Sample017/img017-00062
2260,GoodImg/Bmp/Sample017/img017-00063
2261,GoodImg/Bmp/Sample017/img017-00064
2262,GoodImg/Bmp/Sample017/img017-00065
2263,GoodImg/Bmp/Sample017/img017-00066
2264,GoodImg/Bmp/Sample017/img017-00067
2265,GoodImg/Bmp/Sample017/img017-00068
2266,GoodImg/Bmp/Sample017/img017-00069
2267,GoodImg/Bmp/Sample017/img017-00070
2268,GoodImg/Bmp/Sample017/img017-00071
2269,GoodImg/Bmp/Sample017/img017-00072
2270,GoodImg/Bmp/Sample017/img017-00073
2271,GoodImg/Bmp/Sample017/img017-00074
2272,GoodImg/Bmp/Sample017/img017-00075
2273,GoodImg/Bmp/Sample017/img017-00076
2274,GoodImg/Bmp/Sample017/img017-00077
2275,GoodImg/Bmp/Sample017/img017-00078
2276,GoodImg/Bmp/Sample017/img017-00079
2277,GoodImg/Bmp/Sample017/img017-00080
2278,GoodImg/Bmp/Sample017/img017-00081
2279,GoodImg/Bmp/Sample017/img017-00082
2280,GoodImg/Bmp/Sample017/img017-00083
2281,GoodImg/Bmp/Sample017/img017-00084
2282,GoodImg/Bmp/Sample017/img017-00085
2283,GoodImg/Bmp/Sample017/img017-00086
2284,GoodImg/Bmp/Sample017/img017-00087
2285,GoodImg/Bmp/Sample017/img017-00088
2286,GoodImg/Bmp/Sample017/img017-00089
2287,GoodImg/Bmp/Sample017/img017-00090
2288,GoodImg/Bmp/Sample017/img017-00091
2289,GoodImg/Bmp/Sample017/img017-00092
2290,GoodImg/Bmp/Sample017/img017-00093
2291,GoodImg/Bmp/Sample017/img017-00094
2292,GoodImg/Bmp/Sample017/img017-00095
2293,GoodImg/Bmp/Sample017/img017-00096
2294,GoodImg/Bmp/Sample017/img017-00097
2295,GoodImg/Bmp/Sample017/img017-00098
2296,GoodImg/Bmp/Sample017/img017-00099
2297,GoodImg/Bmp/Sample017/img017-00100
2298,GoodImg/Bmp/Sample017/img017-00101
2299,GoodImg/Bmp/Sample017/img017-00102
2300,GoodImg/Bmp/Sample017/img017-00103
2301,GoodImg/Bmp/Sample017/img017-00104
2302,GoodImg/Bmp/Sample017/img017-00105
2303,GoodImg/Bmp/Sample017/img017-00106
2304,GoodImg/Bmp/Sample017/img017-00107
2305,GoodImg/Bmp/Sample017/img017-00108
2306,GoodImg/Bmp/Sample017/img017-00109
2307,GoodImg/Bmp/Sample017/img017-00110
2308,GoodImg/Bmp/Sample017/img017-00111
2309,GoodImg/Bmp/Sample017/img017-00112
2310,GoodImg/Bmp/Sample017/img017-00113
2311,GoodImg/Bmp/Sample017/img017-00114
2312,GoodImg/Bmp/Sample017/img017-00115
2313,GoodImg/Bmp/Sample017/img017-00116
2314,GoodImg/Bmp/Sample017/img017-00117
2315,GoodImg/Bmp/Sample017/img017-00118
2316,GoodImg/Bmp/Sample017/img017-00119
2317,GoodImg/Bmp/Sample017/img017-00120
2318,GoodImg/Bmp/Sample017/img017-00121
2319,GoodImg/Bmp/Sample017/img017-00122
2320,GoodImg/Bmp/Sample017/img017-00123
2321,GoodImg/Bmp/Sample017/img017-00124
2322,GoodImg/Bmp/Sample017/img017-00125
2323,GoodImg/Bmp/Sample017/img017-00126
2324,GoodImg/Bmp/Sample017/img017-00127
2325,GoodImg/Bmp/Sample017/img017-00128
2326,GoodImg/Bmp/Sample017/img017-00129
2327,GoodImg/Bmp/Sample017/img017-00130
2328,GoodImg/Bmp/Sample017/img017-00131
2329,GoodImg/Bmp/Sample017/img017-00132
2330,GoodImg/Bmp/Sample017/img017-00133
2331,GoodImg/Bmp/Sample017/img017-00134
2332,GoodImg/Bmp/Sample017/img017-00135
2333,GoodImg/Bmp/Sample017/img017-00136
2334,GoodImg/Bmp/Sample017/img017-00137
2335,GoodImg/Bmp/Sample017/img017-00138
2336,GoodImg/Bmp/Sample017/img017-00139
2337,GoodImg/Bmp/Sample017/img017-00140
2338,GoodImg/Bmp/Sample017/img017-00141
2339,GoodImg/Bmp/Sample017/img017-00142
2340,GoodImg/Bmp/Sample017/img017-00143
2341,GoodImg/Bmp/Sample018/img018-00001
2342,GoodImg/Bmp/Sample018/img018-00002
2343,GoodImg/Bmp/Sample018/img018-00003
2344,GoodImg/Bmp/Sample018/img018-00004
2345,GoodImg/Bmp/Sample018/img018-00005
2346,GoodImg/Bmp/Sample018/img018-00006
2347,GoodImg/Bmp/Sample018/img018-00007
2348,GoodImg/Bmp/Sample018/img018-00008
2349,GoodImg/Bmp/Sample018/img018-00009
2350,GoodImg/Bmp/Sample018/img018-00010
2351,GoodImg/Bmp/Sample018/img018-00011
2352,GoodImg/Bmp/Sample018/img018-00012
2353,GoodImg/Bmp/Sample018/img018-00013
2354,GoodImg/Bmp/Sample018/img018-00014
2355,GoodImg/Bmp/Sample018/img018-00015
2356,GoodImg/Bmp/Sample018/img018-00016
2357,GoodImg/Bmp/Sample018/img018-00017
2358,GoodImg/Bmp/Sample018/img018-00018
2359,GoodImg/Bmp/Sample018/img018-00019
2360,GoodImg/Bmp/Sample018/img018-00020
2361,GoodImg/Bmp/Sample018/img018-00021
2362,GoodImg/Bmp/Sample018/img018-00022
2363,GoodImg/Bmp/Sample018/img018-00023
2364,GoodImg/Bmp/Sample018/img018-00024
2365,GoodImg/Bmp/Sample018/img018-00025
2366,GoodImg/Bmp/Sample018/img018-00026
2367,GoodImg/Bmp/Sample018/img018-00027
2368,GoodImg/Bmp/Sample018/img018-00028
2369,GoodImg/Bmp/Sample018/img018-00029
2370,GoodImg/Bmp/Sample018/img018-00030
2371,GoodImg/Bmp/Sample018/img018-00031
2372,GoodImg/Bmp/Sample018/img018-00032
2373,GoodImg/Bmp/Sample018/img018-00033
2374,GoodImg/Bmp/Sample018/img018-00034
2375,GoodImg/Bmp/Sample018/img018-00035
2376,GoodImg/Bmp/Sample018/img018-00036
2377,GoodImg/Bmp/Sample018/img018-00037
2378,GoodImg/Bmp/Sample018/img018-00038
2379,GoodImg/Bmp/Sample018/img018-00039
2380,GoodImg/Bmp/Sample018/img018-00040
2381,GoodImg/Bmp/Sample018/img018-00041
2382,GoodImg/Bmp/Sample018/img018-00042
2383,GoodImg/Bmp/Sample018/img018-00043
2384,GoodImg/Bmp/Sample018/img018-00044
2385,GoodImg/Bmp/Sample018/img018-00045
2386,GoodImg/Bmp/Sample018/img018-00046
2387,GoodImg/Bmp/Sample018/img018-00047
2388,GoodImg/Bmp/Sample018/img018-00048
2389,GoodImg/Bmp/Sample018/img018-00049
2390,GoodImg/Bmp/Sample018/img018-00050
2391,GoodImg/Bmp/Sample018/img018-00051
2392,GoodImg/Bmp/Sample018/img018-00052
2393,GoodImg/Bmp/Sample018/img018-00053
2394,GoodImg/Bmp/Sample018/img018-00054
2395,GoodImg/Bmp/Sample018/img018-00055
2396,GoodImg/Bmp/Sample018/img018-00056
2397,GoodImg/Bmp/Sample018/img018-00057
2398,GoodImg/Bmp/Sample018/img018-00058
2399,GoodImg/Bmp/Sample018/img018-00059
2400,GoodImg/Bmp/Sample018/img018-00060
2401,GoodImg/Bmp/Sample018/img018-00061
2402,GoodImg/Bmp/Sample018/img018-00062
2403,GoodImg/Bmp/Sample018/img018-00063
2404,GoodImg/Bmp/Sample018/img018-00064
2405,GoodImg/Bmp/Sample018/img018-00065
2406,GoodImg/Bmp/Sample018/img018-00066
2407,GoodImg/Bmp/Sample018/img018-00067
2408,GoodImg/Bmp/Sample018/img018-00068
2409,GoodImg/Bmp/Sample018/img018-00069
2410,GoodImg/Bmp/Sample018/img018-00070
2411,GoodImg/Bmp/Sample018/img018-00071
2412,GoodImg/Bmp/Sample018/img018-00072
2413,GoodImg/Bmp/Sample018/img018-00073
2414,GoodImg/Bmp/Sample018/img018-00074
2415,GoodImg/Bmp/Sample018/img018-00075
2416,GoodImg/Bmp/Sample018/img018-00076
2417,GoodImg/Bmp/Sample018/img018-00077
2418,GoodImg/Bmp/Sample018/img018-00078
2419,GoodImg/Bmp/Sample018/img018-00079
2420,GoodImg/Bmp/Sample018/img018-00080
2421,GoodImg/Bmp/Sample018/img018-00081
2422,GoodImg/Bmp/Sample018/img018-00082
2423,GoodImg/Bmp/Sample018/img018-00083
2424,GoodImg/Bmp/Sample018/img018-00084
2425,GoodImg/Bmp/Sample018/img018-00085
2426,GoodImg/Bmp/Sample018/img018-00086
2427,GoodImg/Bmp/Sample018/img018-00087
2428,GoodImg/Bmp/Sample018/img018-00088
2429,GoodImg/Bmp/Sample018/img018-00089
2430,GoodImg/Bmp/Sample018/img018-00090
2431,GoodImg/Bmp/Sample018/img018-00091
2432,GoodImg/Bmp/Sample018/img018-00092
2433,GoodImg/Bmp/Sample018/img018-00093
2434,GoodImg/Bmp/Sample018/img018-00094
2435,GoodImg/Bmp/Sample018/img018-00095
2436,GoodImg/Bmp/Sample018/img018-00096
2437,GoodImg/Bmp/Sample018/img018-00097
2438,GoodImg/Bmp/Sample018/img018-00098
2439,GoodImg/Bmp/Sample018/img018-00099
2440,GoodImg/Bmp/Sample018/img018-00100
2441,GoodImg/Bmp/Sample018/img018-00101
2442,GoodImg/Bmp/Sample018/img018-00102
2443,GoodImg/Bmp/Sample018/img018-00103
2444,GoodImg/Bmp/Sample018/img018-00104
2445,GoodImg/Bmp/Sample018/img018-00105
2446,GoodImg/Bmp/Sample018/img018-00106
2447,GoodImg/Bmp/Sample018/img018-00107
2448,GoodImg/Bmp/Sample018/img018-00108
2449,GoodImg/Bmp/Sample018/img018-00109
2450,GoodImg/Bmp/Sample018/img018-00110
2451,GoodImg/Bmp/Sample018/img018-00111
2452,GoodImg/Bmp/Sample018/img018-00112
2453,GoodImg/Bmp/Sample018/img018-00113
2454,GoodImg/Bmp/Sample018/img018-00114
2455,GoodImg/Bmp/Sample018/img018-00115
2456,GoodImg/Bmp/Sample018/img018-00116
2457,GoodImg/Bmp/Sample018/img018-00117
2458,GoodImg/Bmp/Sample018/img018-00118
2459,GoodImg/Bmp/Sample018/img018-00119
2460,GoodImg/Bmp/Sample018/img018-00120
2461,GoodImg/Bmp/Sample018/img018-00121
2462,GoodImg/Bmp/Sample018/img018-00122
2463,GoodImg/Bmp/Sample018/img018-00123
2464,GoodImg/Bmp/Sample018/img018-00124
2465,GoodImg/Bmp/Sample018/img018-00125
2466,GoodImg/Bmp/Sample018/img018-00126
2467,GoodImg/Bmp/Sample018/img018-00127
2468,GoodImg/Bmp/Sample018/img018-00128
2469,GoodImg/Bmp/Sample018/img018-00129
2470,GoodImg/Bmp/Sample018/img018-00130
2471,GoodImg/Bmp/Sample018/img018-00131
2472,GoodImg/Bmp/Sample018/img018-00132
2473,GoodImg/Bmp/Sample018/img018-00133
2474,GoodImg/Bmp/Sample018/img018-00134
2475,GoodImg/Bmp/Sample018/img018-00135
2476,GoodImg/Bmp/Sample018/img018-00136
2477,GoodImg/Bmp/Sample018/img018-00137
2478,GoodImg/Bmp/Sample018/img018-00138
2479,GoodImg/Bmp/Sample018/img018-00139
2480,GoodImg/Bmp/Sample018/img018-00140
2481,GoodImg/Bmp/Sample018/img018-00141
2482,GoodImg/Bmp/Sample018/img018-00142
2483,GoodImg/Bmp/Sample018/img018-00143
2484,GoodImg/Bmp/Sample018/img018-00144
2485,GoodImg/Bmp/Sample018/img018-00145
2486,GoodImg/Bmp/Sample018/img018-00146
2487,GoodImg/Bmp/Sample018/img018-00147
2488,GoodImg/Bmp/Sample018/img018-00148
2489,GoodImg/Bmp/Sample018/img018-00149
2490,GoodImg/Bmp/Sample018/img018-00150
2491,GoodImg/Bmp/Sample018/img018-00151
2492,GoodImg/Bmp/Sample018/img018-00152
2493,GoodImg/Bmp/Sample018/img018-00153
2494,GoodImg/Bmp/Sample018/img018-00154
2495,GoodImg/Bmp/Sample018/img018-00155
2496,GoodImg/Bmp/Sample018/img018-00156
2497,GoodImg/Bmp/Sample018/img018-00157
2498,GoodImg/Bmp/Sample018/img018-00158
2499,GoodImg/Bmp/Sample018/img018-00159
2500,GoodImg/Bmp/Sample018/img018-00160
2501,GoodImg/Bmp/Sample018/img018-00161
2502,GoodImg/Bmp/Sample018/img018-00162
2503,GoodImg/Bmp/Sample018/img018-00163
2504,GoodImg/Bmp/Sample018/img018-00164
2505,GoodImg/Bmp/Sample018/img018-00165
2506,GoodImg/Bmp/Sample018/img018-00166
2507,GoodImg/Bmp/Sample018/img018-00167
2508,GoodImg/Bmp/Sample018/img018-00168
2509,GoodImg/Bmp/Sample018/img018-00169
2510,GoodImg/Bmp/Sample018/img018-00170
2511,GoodImg/Bmp/Sample018/img018-00171
2512,GoodImg/Bmp/Sample018/img018-00172
2513,GoodImg/Bmp/Sample018/img018-00173
2514,GoodImg/Bmp/Sample018/img018-00174
2515,GoodImg/Bmp/Sample018/img018-00175
2516,GoodImg/Bmp/Sample018/img018-00176
2517,GoodImg/Bmp/Sample018/img018-00177
2518,GoodImg/Bmp/Sample018/img018-00178
2519,GoodImg/Bmp/Sample018/img018-00179
2520,GoodImg/Bmp/Sample018/img018-00180
2521,GoodImg/Bmp/Sample018/img018-00181
2522,GoodImg/Bmp/Sample018/img018-00182
2523,GoodImg/Bmp/Sample018/img018-00183
2524,GoodImg/Bmp/Sample018/img018-00184
2525,GoodImg/Bmp/Sample018/img018-00185
2526,GoodImg/Bmp/Sample018/img018-00186
2527,GoodImg/Bmp/Sample018/img018-00187
2528,GoodImg/Bmp/Sample018/img018-00188
2529,GoodImg/Bmp/Sample018/img018-00189
2530,GoodImg/Bmp/Sample018/img018-00190
2531,GoodImg/Bmp/Sample018/img018-00191
2532,GoodImg/Bmp/Sample018/img018-00192
2533,GoodImg/Bmp/Sample018/img018-00193
2534,GoodImg/Bmp/Sample019/img019-00001
2535,GoodImg/Bmp/Sample019/img019-00002
2536,GoodImg/Bmp/Sample019/img019-00003
2537,GoodImg/Bmp/Sample019/img019-00004
2538,GoodImg/Bmp/Sample019/img019-00005
2539,GoodImg/Bmp/Sample019/img019-00006
2540,GoodImg/Bmp/Sample019/img019-00007
2541,GoodImg/Bmp/Sample019/img019-00008
2542,GoodImg/Bmp/Sample019/img019-00009
2543,GoodImg/Bmp/Sample019/img019-00010
2544,GoodImg/Bmp/Sample019/img019-00011
2545,GoodImg/Bmp/Sample019/img019-00012
2546,GoodImg/Bmp/Sample019/img019-00013
2547,GoodImg/Bmp/Sample019/img019-00014
2548,GoodImg/Bmp/Sample019/img019-00015
2549,GoodImg/Bmp/Sample019/img019-00016
2550,GoodImg/Bmp/Sample019/img019-00017
2551,GoodImg/Bmp/Sample019/img019-00018
2552,GoodImg/Bmp/Sample019/img019-00019
2553,GoodImg/Bmp/Sample019/img019-00020
2554,GoodImg/Bmp/Sample019/img019-00021
2555,GoodImg/Bmp/Sample019/img019-00022
2556,GoodImg/Bmp/Sample019/img019-00023
2557,GoodImg/Bmp/Sample019/img019-00024
2558,GoodImg/Bmp/Sample019/img019-00025
2559,GoodImg/Bmp/Sample019/img019-00026
2560,GoodImg/Bmp/Sample019/img019-00027
2561,GoodImg/Bmp/Sample019/img019-00028
2562,GoodImg/Bmp/Sample019/img019-00029
2563,GoodImg/Bmp/Sample019/img019-00030
2564,GoodImg/Bmp/Sample019/img019-00031
2565,GoodImg/Bmp/Sample019/img019-00032
2566,GoodImg/Bmp/Sample019/img019-00033
2567,GoodImg/Bmp/Sample019/img019-00034
2568,GoodImg/Bmp/Sample019/img019-00035
2569,GoodImg/Bmp/Sample019/img019-00036
2570,GoodImg/Bmp/Sample019/img019-00037
2571,GoodImg/Bmp/Sample019/img019-00038
2572,GoodImg/Bmp/Sample019/img019-00039
2573,GoodImg/Bmp/Sample019/img019-00040
2574,GoodImg/Bmp/Sample019/img019-00041
2575,GoodImg/Bmp/Sample019/img019-00042
2576,GoodImg/Bmp/Sample019/img019-00043
2577,GoodImg/Bmp/Sample019/img019-00044
2578,GoodImg/Bmp/Sample019/img019-00045
2579,GoodImg/Bmp/Sample019/img019-00046
2580,GoodImg/Bmp/Sample019/img019-00047
2581,GoodImg/Bmp/Sample019/img019-00048
2582,GoodImg/Bmp/Sample019/img019-00049
2583,GoodImg/Bmp/Sample019/img019-00050
2584,GoodImg/Bmp/Sample019/img019-00051
2585,GoodImg/Bmp/Sample019/img019-00052
2586,GoodImg/Bmp/Sample019/img019-00053
2587,GoodImg/Bmp/Sample019/img019-00054
2588,GoodImg/Bmp/Sample019/img019-00055
2589,GoodImg/Bmp/Sample019/img019-00056
2590,GoodImg/Bmp/Sample019/img019-00057
2591,GoodImg/Bmp/Sample019/img019-00058
2592,GoodImg/Bmp/Sample019/img019-00059
2593,GoodImg/Bmp/Sample019/img019-00060
2594,GoodImg/Bmp/Sample019/img019-00061
2595,GoodImg/Bmp/Sample019/img019-00062
2596,GoodImg/Bmp/Sample019/img019-00063
2597,GoodImg/Bmp/Sample019/img019-00064
2598,GoodImg/Bmp/Sample019/img019-00065
2599,GoodImg/Bmp/Sample019/img019-00066
2600,GoodImg/Bmp/Sample019/img019-00067
2601,GoodImg/Bmp/Sample019/img019-00068
2602,GoodImg/Bmp/Sample019/img019-00069
2603,GoodImg/Bmp/Sample019/img019-00070
2604,GoodImg/Bmp/Sample019/img019-00071
2605,GoodImg/Bmp/Sample019/img019-00072
2606,GoodImg/Bmp/Sample019/img019-00073
2607,GoodImg/Bmp/Sample019/img019-00074
2608,GoodImg/Bmp/Sample019/img019-00075
2609,GoodImg/Bmp/Sample019/img019-00076
2610,GoodImg/Bmp/Sample019/img019-00077
2611,GoodImg/Bmp/Sample019/img019-00078
2612,GoodImg/Bmp/Sample019/img019-00079
2613,GoodImg/Bmp/Sample019/img019-00080
2614,GoodImg/Bmp/Sample019/img019-00081
2615,GoodImg/Bmp/Sample019/img019-00082
2616,GoodImg/Bmp/Sample019/img019-00083
2617,GoodImg/Bmp/Sample019/img019-00084
2618,GoodImg/Bmp/Sample019/img019-00085
2619,GoodImg/Bmp/Sample019/img019-00086
2620,GoodImg/Bmp/Sample019/img019-00087
2621,GoodImg/Bmp/Sample019/img019-00088
2622,GoodImg/Bmp/Sample019/img019-00089
2623,GoodImg/Bmp/Sample019/img019-00090
2624,GoodImg/Bmp/Sample019/img019-00091
2625,GoodImg/Bmp/Sample019/img019-00092
2626,GoodImg/Bmp/Sample019/img019-00093
2627,GoodImg/Bmp/Sample019/img019-00094
2628,GoodImg/Bmp/Sample019/img019-00095
2629,GoodImg/Bmp/Sample019/img019-00096
2630,GoodImg/Bmp/Sample019/img019-00097
2631,GoodImg/Bmp/Sample019/img019-00098
2632,GoodImg/Bmp/Sample019/img019-00099
2633,GoodImg/Bmp/Sample019/img019-00100
2634,GoodImg/Bmp/Sample019/img019-00101
2635,GoodImg/Bmp/Sample019/img019-00102
2636,GoodImg/Bmp/Sample019/img019-00103
2637,GoodImg/Bmp/Sample019/img019-00104
2638,GoodImg/Bmp/Sample019/img019-00105
2639,GoodImg/Bmp/Sample019/img019-00106
2640,GoodImg/Bmp/Sample019/img019-00107
2641,GoodImg/Bmp/Sample019/img019-00108
2642,GoodImg/Bmp/Sample019/img019-00109
2643,GoodImg/Bmp/Sample019/img019-00110
2644,GoodImg/Bmp/Sample019/img019-00111
2645,GoodImg/Bmp/Sample019/img019-00112
2646,GoodImg/Bmp/Sample019/img019-00113
2647,GoodImg/Bmp/Sample019/img019-00114
2648,GoodImg/Bmp/Sample019/img019-00115
2649,GoodImg/Bmp/Sample019/img019-00116
2650,GoodImg/Bmp/Sample019/img019-00117
2651,GoodImg/Bmp/Sample019/img019-00118
2652,GoodImg/Bmp/Sample019/img019-00119
2653,GoodImg/Bmp/Sample019/img019-00120
2654,GoodImg/Bmp/Sample019/img019-00121
2655,GoodImg/Bmp/Sample019/img019-00122
2656,GoodImg/Bmp/Sample019/img019-00123
2657,GoodImg/Bmp/Sample019/img019-00124
2658,GoodImg/Bmp/Sample019/img019-00125
2659,GoodImg/Bmp/Sample019/img019-00126
2660,GoodImg/Bmp/Sample019/img019-00127
2661,GoodImg/Bmp/Sample019/img019-00128
2662,GoodImg/Bmp/Sample019/img019-00129
2663,GoodImg/Bmp/Sample019/img019-00130
2664,GoodImg/Bmp/Sample019/img019-00131
2665,GoodImg/Bmp/Sample019/img019-00132
2666,GoodImg/Bmp/Sample019/img019-00133
2667,GoodImg/Bmp/Sample019/img019-00134
2668,GoodImg/Bmp/Sample019/img019-00135
2669,GoodImg/Bmp/Sample019/img019-00136
2670,GoodImg/Bmp/Sample019/img019-00137
2671,GoodImg/Bmp/Sample019/img019-00138
2672,GoodImg/Bmp/Sample019/img019-00139
2673,GoodImg/Bmp/Sample019/img019-00140
2674,GoodImg/Bmp/Sample019/img019-00141
2675,GoodImg/Bmp/Sample019/img019-00142
2676,GoodImg/Bmp/Sample019/img019-00143
2677,GoodImg/Bmp/Sample019/img019-00144
2678,GoodImg/Bmp/Sample019/img019-00145
2679,GoodImg/Bmp/Sample019/img019-00146
2680,GoodImg/Bmp/Sample019/img019-00147
2681,GoodImg/Bmp/Sample019/img019-00148
2682,GoodImg/Bmp/Sample019/img019-00149
2683,GoodImg/Bmp/Sample019/img019-00150
2684,GoodImg/Bmp/Sample019/img019-00151
2685,GoodImg/Bmp/Sample019/img019-00152
2686,GoodImg/Bmp/Sample019/img019-00153
2687,GoodImg/Bmp/Sample019/img019-00154
2688,GoodImg/Bmp/Sample019/img019-00155
2689,GoodImg/Bmp/Sample019/img019-00156
2690,GoodImg/Bmp/Sample019/img019-00157
2691,GoodImg/Bmp/Sample019/img019-00158
2692,GoodImg/Bmp/Sample019/img019-00159
2693,GoodImg/Bmp/Sample019/img019-00160
2694,GoodImg/Bmp/Sample019/img019-00161
2695,GoodImg/Bmp/Sample019/img019-00162
2696,GoodImg/Bmp/Sample019/img019-00163
2697,GoodImg/Bmp/Sample019/img019-00164
2698,GoodImg/Bmp/Sample019/img019-00165
2699,GoodImg/Bmp/Sample019/img019-00166
2700,GoodImg/Bmp/Sample019/img019-00167
2701,GoodImg/Bmp/Sample019/img019-00168
2702,GoodImg/Bmp/Sample019/img019-00169
2703,GoodImg/Bmp/Sample019/img019-00170
2704,GoodImg/Bmp/Sample019/img019-00171
2705,GoodImg/Bmp/Sample019/img019-00172
2706,GoodImg/Bmp/Sample019/img019-00173
2707,GoodImg/Bmp/Sample019/img019-00174
2708,GoodImg/Bmp/Sample019/img019-00175
2709,GoodImg/Bmp/Sample019/img019-00176
2710,GoodImg/Bmp/Sample019/img019-00177
2711,GoodImg/Bmp/Sample019/img019-00178
2712,GoodImg/Bmp/Sample019/img019-00179
2713,GoodImg/Bmp/Sample019/img019-00180
2714,GoodImg/Bmp/Sample019/img019-00181
2715,GoodImg/Bmp/Sample019/img019-00182
2716,GoodImg/Bmp/Sample019/img019-00183
2717,GoodImg/Bmp/Sample019/img019-00184
2718,GoodImg/Bmp/Sample019/img019-00185
2719,GoodImg/Bmp/Sample019/img019-00186
2720,GoodImg/Bmp/Sample019/img019-00187
2721,GoodImg/Bmp/Sample019/img019-00188
2722,GoodImg/Bmp/Sample019/img019-00189
2723,GoodImg/Bmp/Sample019/img019-00190
2724,GoodImg/Bmp/Sample019/img019-00191
2725,GoodImg/Bmp/Sample019/img019-00192
2726,GoodImg/Bmp/Sample019/img019-00193
2727,GoodImg/Bmp/Sample019/img019-00194
2728,GoodImg/Bmp/Sample019/img019-00195
2729,GoodImg/Bmp/Sample019/img019-00196
2730,GoodImg/Bmp/Sample019/img019-00197
2731,GoodImg/Bmp/Sample019/img019-00198
2732,GoodImg/Bmp/Sample019/img019-00199
2733,GoodImg/Bmp/Sample019/img019-00200
